구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력개월수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H001202107051159,여,47,J00114,박사과정,서울,,경기,,212900,기타 교사,20,0,20년0월,J03402,승인,,,,,,46:50.0,20:56.0
H321202107051158,여,64,J00106,고등학교,서울,관악구,,,561100,청소원,0,5,0년5월,J03402,승인,,,,,,45:30.0,45:33.0
H314202107051157,남,58,J00106,고등학교,서울,마포구,서울,,561100,청소원,1,6,1년6월,J03402,승인,,,,,,43:59.0,44:02.0
H324202107051139,여,64,J00104,중학교,서울,송파구,서울,강동구,215300,교사보조 및 보육보조 서비스 종사원,,,신입,J03402,승인,,,,,,37:04.0,37:08.0
H307202107051138,여,66,J00104,중학교,서울,중랑구,서울,,616101,매장 계산원,13,0,13년0월,J03402,승인,,,,,,34:45.0,34:49.0
H324202107051137,여,63,J00106,고등학교,서울,송파구,서울,,615100,상점 판매원,5,0,5년0월,J03404,알선,,,,,,33:50.0,33:54.0
H001202107051136,여,35,J00108,전문대학,서울,,경기,,26301,총무 및 일반 사무원,3,0,3년0월,J03402,승인,,,,,,33:07.0,38:22.0
H001202107051135,여,66,J00108,전문대학,경기,김포시,인천,,304002,일반 간호사,10,0,10년0월,J03404,알선,,,,,,32:58.0,13:21.0
H309202107051133,여,64,J00104,중학교,서울,도봉구,서울,강북구,550104,재가 요양보호사,2,0,2년0월,J03402,승인,,,,,,32:35.0,32:38.0
H307202107051132,남,61,J00110,대학_대학교,서울,중랑구,서울,노원구,542001,아파트?빌라 경비원,,,신입,J03402,승인,빌딩경비,아파트경비,,,,30:48.0,30:52.0
H310202107051113,여,53,J00106,고등학교,서울,도봉구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),0,3,0년3월,J03404,알선,,,,,,29:23.0,29:26.0
H314202107051112,여,63,J00104,중학교,서울,마포구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,28:58.0,29:02.0
H320202107051097,남,66,J00106,고등학교,서울,동작구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),5,0,5년0월,J03402,승인,,,,,,18:07.0,18:11.0
H323202107051096,남,57,J00104,중학교,서울,,,,622902,승합차 운전원,30,0,30년0월,J03404,알선,,,,,,16:44.0,16:48.0
H001202107051095,남,28,J00108,전문대학,서울,,,,890000,제조 단순 종사원,,,신입,J03402,승인,,,,,,14:34.0,21:39.0
H320202107051092,남,67,J00110,대학_대학교,서울,성북구,서울,,561201,환경 미화원,1,0,1년0월,J03402,승인,,,,,,10:00.0,10:04.0
H325202107051076,여,58,J00110,대학_대학교,서울,강동구,서울,,550200,육아 도우미(베이비시터),1,0,1년0월,J03404,알선,,,,,,07:45.0,07:48.0
H001202107051075,남,39,J00108,전문대학,서울,,서울,마포구,133102,펌웨어 및 임베디드 소프트웨어 프로그래머,,,신입,J03402,승인,Unity,VR,AR,,,05:51.0,55:27.0
H001202107051074,남,62,J00110,대학_대학교,서울,강남구,서울,송파구,562300,주차 관리?안내원,3,3,3년3월,J03404,알선,,,,,,05:16.0,50:20.0
H321202107051071,여,63,J00106,고등학교,서울,관악구,,관악구,550104,재가 요양보호사,0,3,0년3월,J03404,알선,,,,,,03:10.0,03:15.0
H306202107051070,여,60,J00104,중학교,서울,동대문구,서울,성북구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,3,1년3월,J03402,승인,,,,,,02:49.0,09:59.0
H322202107051069,여,51,J00110,대학_대학교,서울,서초구,서울,강남구,29500,전산자료 입력원 및 사무 보조원,,,신입,J03404,알선,,,,,,01:25.0,01:29.0
H125202107051054,남,69,J00106,고등학교,서울,도봉구,서울,,562300,주차 관리?안내원,0,8,0년8월,J03402,승인,운전1종대형,운전1종보통,,,,00:01.0,00:06.0
H309202107051033,여,67,J00110,대학_대학교,서울,강북구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,자격증,조리사,,,,58:30.0,58:35.0
H311202107051032,남,52,J00110,대학_대학교,서울,노원구,,,624103,배송?납품 운전원(납품영업 포함),,,신입,J03402,승인,,,,,,57:43.0,57:48.0
H126202107051030,남,74,J00106,고등학교,서울,강남구,서울,서초구,542002,건물 경비원(청사학교병원상가빌딩공장 등),10,0,10년0월,J03402,승인,,,,,,57:29.0,57:35.0
H313202107051029,남,59,J00108,전문대학,서울,,,,862200,재단사,21,0,21년0월,J03402,승인,,,,,,55:58.0,56:01.0
H313202107051028,여,76,J00104,중학교,서울,서대문구,서울,,561601,가사 도우미,,,신입,J03402,승인,,,,,,54:00.0,54:03.0
H321202107051027,남,53,J00106,고등학교,서울,관악구,서울,,624103,배송?납품 운전원(납품영업 포함),20,0,20년0월,J03404,알선,,,,,,52:41.0,52:46.0
H317202107051026,여,61,J00104,중학교,서울,구로구,서울,,550104,재가 요양보호사,3,0,3년0월,J03404,알선,중국인,,,,,50:49.0,50:53.0
H325202107051025,남,66,J00106,고등학교,서울,강동구,서울,,562900,기타 서비스 단순 종사원,,,신입,J03402,승인,,,,,,50:39.0,50:43.0
H321202107050990,여,60,J00106,고등학교,서울,관악구,서울,강남구,532300,주방 보조원,,,신입,J03402,승인,,,,,,48:59.0,49:03.0
H318202107050988,여,64,J00110,대학_대학교,서울,금천구,,,550104,재가 요양보호사,0,3,0년3월,J03402,승인,,,,,,44:34.0,44:35.0
H115202107050987,남,69,J00100,관계없음,서울,양천구,서울,강서구,622100,택시 운전원,5,0,5년0월,J03402,승인,,,,,,44:05.0,44:17.0
H316202107050986,여,59,J00104,중학교,서울,강서구,서울,양천구,561201,환경 미화원,,,신입,J03402,승인,,,,,,43:25.0,43:29.0
H322202107050985,여,60,J00108,전문대학,서울,서초구,서울,동작구,531203,유치원?어린이집 급식 조리사,5,0,5년0월,J03402,승인,,,,,,42:36.0,42:41.0
H309202107050984,여,79,J00102,초등학교,서울,강북구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,40:34.0,40:38.0
H320202107050972,여,71,J00104,중학교,서울,동작구,서울,,561201,환경 미화원,10,0,10년0월,J03404,알선,,,,,,40:17.0,40:21.0
H325202107050938,여,54,J00106,고등학교,서울,강동구,서울,송파구,531203,유치원?어린이집 급식 조리사,1,0,1년0월,J03404,알선,,,,,,38:30.0,38:34.0
H302202107050937,남,61,J00104,중학교,서울,중구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,37:26.0,37:30.0
H320202107050936,남,70,J00104,중학교,서울,동작구,서울,서초구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,33:33.0,33:37.0
H306202107050935,남,42,J00106,고등학교,서울,동대문구,서울,,706001,조경시설물 설치원,11,0,11년0월,J03404,알선,,,,,,31:05.0,31:09.0
H322202107050934,여,60,J00106,고등학교,서울,서초구,서울,강남구,550103,시설 요양보호사(노인요양사),0,7,0년7월,J03404,알선,,,,,,30:42.0,30:45.0
H320202107050886,여,62,J00106,고등학교,서울,동작구,서울,,550104,재가 요양보호사,1,0,1년0월,J03404,알선,,,,,,29:40.0,29:44.0
H311202107050885,여,44,J00106,고등학교,서울,도봉구,서울,,550104,재가 요양보호사,,,신입,J03405,알선대기,,,,,,28:40.0,28:45.0
H319202107050884,여,61,J00102,초등학교,서울,영등포구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),10,0,10년0월,J03402,승인,청소,,,,,28:29.0,28:32.0
H316202107050883,남,56,J00102,초등학교,서울,강서구,서울,강남구,542001,아파트?빌라 경비원,2,0,2년0월,J03404,알선,,,,,,28:08.0,28:11.0
H304202107050882,남,63,J00104,중학교,서울,성동구,서울,중구,542000,경비원(건물 관리원),2,0,2년0월,J03404,알선,,,,,,27:48.0,27:51.0
H102202107050880,남,68,J00106,고등학교,서울,관악구,서울,동작구,542002,건물 경비원(청사학교병원상가빌딩공장 등),3,6,3년6월,J03402,승인,이력서,,,,,24:19.0,24:23.0
H311202107050879,여,59,J00102,초등학교,서울,노원구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),2,0,2년0월,J03402,승인,병원 건물,주5일만.,,,,24:14.0,24:18.0
H318202107050878,여,57,J00108,전문대학,서울,금천구,서울,,550104,재가 요양보호사,1,0,1년0월,J03404,알선,,,,,,22:26.0,22:26.0
H324202107050877,여,58,J00110,대학_대학교,서울,송파구,서울,,214308,기타 기술?기능 강사,0,6,0년6월,J03402,승인,,,,,,20:51.0,20:55.0
H115202107050876,남,66,J00100,관계없음,서울,강서구,서울,양천구,622202,관광 및 통근?통학?학원 및 기타 버스 운전원,,,신입,J03402,승인,,,,,,20:45.0,20:49.0
H324202107050839,남,60,J00112,석사과정,서울,송파구,서울,강동구,231100,사회복지사,30,0,30년0월,J03402,승인,,,,,,18:50.0,18:54.0
H310202107050838,남,63,J00106,고등학교,서울,도봉구,서울,,622902,승합차 운전원,,,신입,J03402,승인,인테리어,,,,,17:56.0,18:01.0
H001202107050837,여,43,J00110,대학_대학교,서울,서초구,서울,,26301,총무 및 일반 사무원,,,신입,J03402,승인,홍보,마케팅,총무,행정,사무관리,17:51.0,46:20.0
H324202107050836,남,58,J00112,석사과정,서울,강남구,서울,송파구,31900,금융 컨설턴트 PB 등 기타 금융?보험 전문가,30,0,30년0월,J03402,승인,,,,,,16:46.0,16:50.0
H306202107050835,남,60,J00106,고등학교,서울,동대문구,서울,,550100,요양 보호사 및 간병인,,,신입,J03404,알선,,,,,,16:14.0,16:19.0
H302202107050834,여,31,J00108,전문대학,서울,중구,,,26100,기획?마케팅 사무원,2,0,2년0월,J03404,알선,,,,,,15:47.0,15:53.0
H324202107050833,남,74,J00106,고등학교,서울,송파구,,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,15:36.0,15:40.0
H319202107050832,남,66,J00104,중학교,서울,영등포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03402,승인,청소,미화,,,,15:24.0,15:30.0
H314202107050831,여,71,J00106,고등학교,서울,마포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),20,0,20년0월,J03404,알선,,,,,,15:16.0,15:20.0
H324202107050830,남,60,J00110,대학_대학교,서울,송파구,서울,,214308,기타 기술?기능 강사,0,6,0년6월,J03402,승인,,,,,,15:12.0,15:15.0
H319202107050829,남,54,J00106,고등학교,서울,영등포구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03404,알선,,,,,,14:36.0,14:40.0
H302202107050828,남,64,J00106,고등학교,서울,중구,서울,,561100,청소원,15,0,15년0월,J03404,알선,,,,,,13:24.0,13:28.0
H306202107050827,여,62,J00104,중학교,서울,동대문구,서울,,550104,재가 요양보호사,1,0,1년0월,J03404,알선,,,,,,13:17.0,13:20.0
H306202107050826,여,59,J00104,중학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),0,2,0년2월,J03402,승인,,,,,,13:00.0,13:04.0
H324202107050825,여,50,J00110,대학_대학교,서울,송파구,서울,,214308,기타 기술?기능 강사,0,6,0년6월,J03402,승인,,,,,,12:51.0,12:55.0
H325202107050824,남,48,J00110,대학_대학교,서울,강동구,,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,12:17.0,12:21.0
H128202107050823,남,75,J00106,고등학교,서울,강북구,서울,,561100,청소원,7,0,7년0월,J03402,승인,,,,,,12:07.0,12:10.0
H323202107050822,남,51,J00110,대학_대학교,서울,강남구,서울,,531900,기타 조리사,20,6,20년6월,J03402,승인,,,,,,12:06.0,12:10.0
H324202107050821,여,53,J00110,대학_대학교,서울,송파구,서울,,214308,기타 기술?기능 강사,0,6,0년6월,J03402,승인,,,,,,11:15.0,11:18.0
H316202107050820,남,62,J00106,고등학교,서울,강서구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03404,알선,,,,,,10:35.0,10:39.0
H307202107050811,여,73,J00104,중학교,서울,중랑구,서울,,550100,요양 보호사 및 간병인,15,0,15년0월,J03404,알선,입주요양보호사,,,,,10:25.0,10:28.0
H306202107050777,여,60,J00110,대학_대학교,서울,동대문구,서울,,550104,재가 요양보호사,3,5,3년5월,J03404,알선,,,,,,09:47.0,09:50.0
H313202107050776,여,55,J00106,고등학교,서울,서대문구,서울,,550104,재가 요양보호사,6,0,6년0월,J03404,알선,북가좌동,오전,,,,09:07.0,09:10.0
H324202107050775,여,50,J00110,대학_대학교,서울,송파구,,,214308,기타 기술?기능 강사,0,6,0년6월,J03402,승인,,,,,,09:07.0,09:11.0
H121202107050774,여,69,J00102,초등학교,서울,중랑구,서울,,550104,재가 요양보호사,5,0,5년0월,J03402,승인,,,,,,08:58.0,09:01.0
H320202107050773,남,64,J00106,고등학교,서울,,,,561302,방역원(해충퇴치원 포함),3,0,3년0월,J03402,승인,,,,,,08:32.0,08:37.0
H309202107050772,여,64,J00104,중학교,서울,강북구,서울,,550100,요양 보호사 및 간병인,,,신입,J03404,알선,,,,,,08:18.0,08:21.0
H302202107050771,여,52,J00106,고등학교,서울,중구,서울,,561302,방역원(해충퇴치원 포함),,,신입,J03402,승인,,,,,,07:59.0,08:04.0
H307202107050770,여,34,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,07:21.0,07:22.0
H307202107050769,여,49,J00110,대학_대학교,서울,중랑구,서울,,27205,경리 사무원(회계?세무 사무소),1,0,1년0월,J03404,알선,,,,,,06:39.0,06:42.0
H125202107050768,남,75,J00106,고등학교,서울,도봉구,서울,노원구,542001,아파트?빌라 경비원,12,0,12년0월,J03402,승인,,,,,,06:35.0,06:40.0
H324202107050767,여,38,J00102,초등학교,서울,송파구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),2,0,2년0월,J03402,승인,,,,,,06:14.0,06:18.0
H324202107050766,여,55,J00110,대학_대학교,서울,송파구,서울,,214308,기타 기술?기능 강사,,,신입,J03402,승인,,,,,,06:13.0,06:16.0
H315202107050765,여,63,J00106,고등학교,서울,양천구,서울,강서구,550104,재가 요양보호사,2,0,2년0월,J03404,알선,,,,,,05:23.0,05:26.0
H325202107050764,남,70,J00106,고등학교,서울,강동구,서울,,542000,경비원(건물 관리원),10,0,10년0월,J03404,알선,,,,,,05:20.0,05:24.0
H316202107050762,남,48,J00106,고등학교,서울,강서구,서울,,416600,영상?녹화 및 편집 기사,,,신입,J03404,알선,,,,,,04:40.0,04:45.0
H308202107050761,여,54,J00100,관계없음,서울,성북구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,04:40.0,04:43.0
H308202107050760,여,44,J00106,고등학교,서울,성북구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,02:25.0,02:28.0
H107202107050759,여,69,J00104,중학교,서울,노원구,서울,,550200,육아 도우미(베이비시터),,,신입,J03402,승인,,,,,,01:17.0,01:18.0
H302202107050754,여,61,J00104,중학교,서울,중구,서울,,561302,방역원(해충퇴치원 포함),,,신입,J03402,승인,,,,,,00:16.0,00:20.0
H321202107050749,여,59,J00106,고등학교,서울,관악구,서울,동작구,616102,요금 정산원(주차요금통행료),4,2,4년2월,J03402,승인,,,,,,00:11.0,00:16.0
H307202107050746,남,74,J00102,초등학교,서울,중랑구,서울,,853100,상?하수도 처리장치 조작원,,,신입,J03402,승인,,,,,,00:08.0,00:12.0
H118202107050744,남,61,J00106,고등학교,서울,동작구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,00:06.0,00:09.0
H323202107050726,남,45,J00110,대학_대학교,서울,강남구,서울,서초구,26103,영업 기획?관리?지원 사무원,4,9,4년9월,J03402,승인,,,,,,59:52.0,59:56.0
H315202107050725,여,54,J00106,고등학교,서울,양천구,서울,강서구,550104,재가 요양보호사,4,0,4년0월,J03404,알선,,,,,,58:13.0,58:16.0
H310202107050724,여,63,J00106,고등학교,서울,도봉구,서울,강북구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,57:24.0,57:29.0
H316202107050723,남,76,J00110,대학_대학교,서울,강서구,서울,양천구,542001,아파트?빌라 경비원,3,0,3년0월,J03402,승인,,,,,,56:52.0,56:57.0
H320202107050722,여,76,J00104,중학교,서울,동작구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,55:18.0,55:22.0
H325202107050721,남,58,J00110,대학_대학교,서울,강동구,,,562300,주차 관리?안내원,,,신입,J03404,알선,,,,,,55:07.0,55:11.0
H121202107050720,여,68,J00106,고등학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,54:46.0,54:51.0
H304202107050719,남,60,J00106,고등학교,서울,송파구,서울,,622901,승용차 운전원(자가용 운전원),21,0,21년0월,J03404,알선,,,,,,51:11.0,51:16.0
H305202107050671,남,51,J00110,대학_대학교,서울,광진구,서울,,415301,인테리어 디자이너,10,0,10년0월,J03402,승인,,,,,,46:24.0,46:25.0
H320202107050670,여,65,J00102,초등학교,서울,동작구,서울,영등포구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),7,0,7년0월,J03404,알선,청소,아파트,,,,46:05.0,46:08.0
H322202107050668,남,71,J00104,중학교,서울,관악구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),3,0,3년0월,J03402,승인,,,,,,45:11.0,45:15.0
H319202107050669,여,60,J00106,고등학교,서울,영등포구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,45:11.0,45:15.0
H318202107050667,여,56,J00106,고등학교,서울,금천구,서울,,550104,재가 요양보호사,2,0,2년0월,J03402,승인,,,,,,43:51.0,43:55.0
H309202107050666,남,69,J00106,고등학교,서울,강북구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,43:51.0,43:56.0
H302202107050663,남,35,J00110,대학_대학교,서울,중구,서울,,612200,해외 영업원,2,0,2년0월,J03402,승인,,,,,,43:27.0,43:32.0
H321202107050662,여,61,J00104,중학교,서울,관악구,서울,,550104,재가 요양보호사,0,1,0년1월,J03404,알선,,,,,,43:11.0,43:15.0
H318202107050661,남,65,J00106,고등학교,서울,금천구,서울,관악구,542002,건물 경비원(청사학교병원상가빌딩공장 등),5,3,5년3월,J03404,알선,건설현장,,,,,43:09.0,43:13.0
H315202107050660,여,31,J00106,고등학교,서울,양천구,서울,,852402,플라스틱제품 조립원 및 검사원,2,0,2년0월,J03404,알선,,,,,,42:42.0,42:46.0
H324202107050659,여,60,J00104,중학교,서울,송파구,서울,강동구,862301,재봉사(의류?직물) ,20,0,20년0월,J03402,승인,,,,,,42:19.0,42:20.0
H319202107050621,여,57,J00104,중학교,서울,영등포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),4,0,4년0월,J03402,승인,,,,,,38:32.0,38:35.0
H323202107050620,남,59,J00106,고등학교,서울,,,,542002,건물 경비원(청사학교병원상가빌딩공장 등),2,0,2년0월,J03404,알선,,,,,,38:06.0,38:09.0
H308202107050619,여,59,J00110,대학_대학교,서울,성북구,,,613001,텔레마케터(콜센터),1,0,1년0월,J03402,승인,,,,,,36:05.0,36:10.0
H325202107050618,남,68,J00104,중학교,서울,강동구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,36:01.0,36:06.0
H315202107050617,여,72,J00104,중학교,서울,양천구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,아파트청소,요양보호사,,,,35:31.0,35:35.0
H310202107050616,여,55,J00106,고등학교,서울,도봉구,서울,강북구,550104,재가 요양보호사,1,6,1년6월,J03404,알선,,,,,,34:05.0,34:08.0
H314202107050615,여,60,J00106,고등학교,서울,마포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,32:46.0,32:51.0
H306202107050614,남,67,J00104,중학교,서울,동대문구,서울,,702901,건물 보수원 및 영선원(아파트 기계?전기 시설관리 제외),,,신입,J03402,승인,,,,,,32:43.0,32:47.0
H316202107050613,여,66,J00101,무학력,서울,강서구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),6,0,6년0월,J03404,알선,,,,,,31:59.0,32:03.0
H303202107050596,여,40,J00110,대학_대학교,서울,용산구,서울,,215300,교사보조 및 보육보조 서비스 종사원,2,0,2년0월,J03402,승인,,,,,,30:11.0,30:14.0
H318202107050568,남,67,J00106,고등학교,서울,금천구,서울,관악구,542001,아파트?빌라 경비원,2,0,2년0월,J03402,승인,,,,,,27:52.0,27:55.0
H307202107050567,여,66,J00104,중학교,서울,중랑구,서울,,550104,재가 요양보호사,6,0,6년0월,J03404,알선,,,,,,26:53.0,26:56.0
H323202107050566,여,69,J00102,초등학교,서울,,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03404,알선,,,,,,26:41.0,26:44.0
H314202107050565,여,62,J00104,중학교,서울,마포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),5,0,5년0월,J03404,알선,,,,,,26:20.0,26:25.0
H307202107050564,여,53,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,2,0,2년0월,J03404,알선,요양보호사,장애인생활지도원,,,,25:38.0,25:42.0
H316202107050563,남,27,J00110,대학_대학교,서울,강서구,서울,,133300,웹 개발자,,,신입,J03404,알선,,,,,,23:17.0,23:21.0
H317202107050562,여,70,J00102,초등학교,서울,구로구,서울,영등포구,532302,단체 급식 보조원,30,0,30년0월,J03402,승인,,,,,,22:39.0,22:43.0
H306202107050561,여,57,J00106,고등학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,22:00.0,22:04.0
H106202107050529,여,67,J00102,초등학교,서울,성동구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,청소원,건물,,,,20:02.0,20:05.0
H106202107050518,여,69,J00110,대학_대학교,서울,성동구,서울,,532302,단체 급식 보조원,,,신입,J03402,승인,,,,,,16:23.0,16:26.0
H306202107050517,남,61,J00104,중학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,청소,경비,,,,15:06.0,15:10.0
H307202107050516,남,68,J00104,중학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),30,0,30년0월,J03404,알선,,,,,,14:42.0,14:46.0
H311202107050515,여,53,J00110,대학_대학교,서울,노원구,서울,강북구,307500,간호조무사,,,신입,J03402,승인,간호조무사,한의원. 병동 간호조무사,병원코디네이터,,,13:57.0,14:01.0
H308202107050514,여,60,J00106,고등학교,서울,성북구,,,232100,보육 교사,9,0,9년0월,J03402,승인,,,,,,12:51.0,12:55.0
H311202107050513,여,53,J00106,고등학교,서울,노원구,서울,,615101,백화점 판매원,10,0,10년0월,J03402,승인,,,,,,10:54.0,10:59.0
H301202107050512,여,63,J00106,고등학교,서울,,,,550104,재가 요양보호사,6,0,6년0월,J03402,승인,,,,,,10:46.0,10:50.0
H304202107050511,여,46,J00106,고등학교,서울,성동구,서울,강동구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,10:38.0,10:42.0
H304202107050510,남,62,J00106,고등학교,서울,성동구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),6,0,6년0월,J03404,알선,,,,,,10:37.0,10:40.0
H315202107050509,남,70,J00106,고등학교,서울,양천구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,10:36.0,10:40.0
H319202107050470,남,68,J00106,고등학교,서울,영등포구,,,561302,방역원(해충퇴치원 포함),,,신입,J03402,승인,,,,,,08:22.0,08:26.0
H322202107050469,남,77,J00106,고등학교,서울,강남구,서울,서초구,561100,청소원,3,0,3년0월,J03402,승인,,,,,,07:16.0,07:21.0
H307202107050468,여,79,J00102,초등학교,서울,중랑구,서울,강남구,561100,청소원,20,0,20년0월,J03404,알선,사무실청소20년,,,,,04:19.0,04:23.0
H111202107050467,여,79,J00100,관계없음,서울,동대문구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,04:08.0,04:12.0
H318202107050442,남,59,J00106,고등학교,서울,금천구,경기,광명시,542002,건물 경비원(청사학교병원상가빌딩공장 등),6,0,6년0월,J03404,알선,,,,,,00:00.0,00:04.0
H309202107050433,남,64,J00102,초등학교,서울,강북구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,52:39.0,52:43.0
H307202107050403,여,56,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,0,3,0년3월,J03404,알선,,,,,,49:35.0,49:38.0
H318202107050402,여,60,J00106,고등학교,서울,금천구,,,550104,재가 요양보호사,1,1,1년1월,J03404,알선,,,,,,48:22.0,48:25.0
H001202107050401,남,26,J00112,석사과정,서울,,경기,성남시,135001,정보보호 전문가,,,신입,J03402,승인,,,,,,46:57.0,03:05.0
H306202107050400,여,67,J00104,중학교,서울,동대문구,서울,,550104,재가 요양보호사,4,0,4년0월,J03404,알선,,,,,,43:14.0,43:18.0
H130202107050399,여,71,J00102,초등학교,서울,금천구,,,561100,청소원,1,0,1년0월,J03402,승인,,,,,,43:01.0,43:05.0
H308202107050398,여,61,J00100,관계없음,서울,성북구,서울,종로구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03405,알선대기,,,,,,42:13.0,42:16.0
H316202107050397,여,57,J00108,전문대학,서울,강서구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03402,승인,,,,,,42:09.0,42:12.0
H303202107050396,여,39,J00110,대학_대학교,서울,용산구,서울,,29505,사무 보조원(공공기관),,,신입,J03402,승인,보광동,,,,,41:34.0,41:38.0
H306202107050395,남,65,J00102,초등학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),20,0,20년0월,J03404,알선,,,,,,41:27.0,41:30.0
H310202107050394,남,68,J00106,고등학교,서울,도봉구,서울,,542001,아파트?빌라 경비원,4,0,4년0월,J03402,승인,운전1종보통,경비교육이수,,,,41:02.0,41:06.0
H323202107050350,여,53,J00106,고등학교,서울,강남구,서울,서초구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03404,알선,,,,,,38:38.0,38:42.0
H302202107050349,남,36,J00106,고등학교,서울,중구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),,,신입,J03402,승인,,,,,,36:01.0,36:04.0
H306202107050348,여,61,J00104,중학교,서울,동대문구,서울,,561100,청소원,1,4,1년4월,J03404,알선,,,,,,35:30.0,35:35.0
H001202107050347,여,31,J00112,석사과정,서울,종로구,서울,용산구,413101,학예사(큐레이터),,,신입,J03404,알선,학예사,홍보물 제작,홍보,기획,큐레이터,34:01.0,54:35.0
H130202107050327,남,77,J00106,고등학교,서울,금천구,서울,,622900,기타 자동차 운전원,18,0,18년0월,J03402,승인,,,,,,29:17.0,29:22.0
H311202107050326,여,68,J00106,고등학교,서울,노원구,경기,남양주시,550104,재가 요양보호사,,,신입,J03405,알선대기,,,,,,26:36.0,26:41.0
H311202107050325,여,56,J00104,중학교,서울,노원구,서울,,550104,재가 요양보호사,2,0,2년0월,J03404,알선,상전3.중전4,도보,3.4등급요양보호사sa,여자 성별.,,22:22.0,22:26.0
