구직신청번호,성별,나이,학력공통코드,학력공통코드명,희망근무지역(시도)_1,희망근무지역명(시군구)_1,희망근무지역명(시도)_2,희망근무지역명(시군구)_2,희망직종공통코드,희망직종공통코드명,희망직종경력년수,희망직종경력개월수,희망직종경력년_월수,구직인증상태공통구분,구직인증상태공통구분명,검색키워드1,검색키워드2,검색키워드3,검색키워드4,검색키워드5,등록일시,수정일시
H318202107061625,여,63,J00104,중학교,서울,금천구,경기,안양시,550103,시설 요양보호사(노인요양사),10,0,10년0월,J03402,승인,,,,,,48:44.0,48:48.0
H310202107061624,여,62,J00110,대학_대학교,서울,도봉구,서울,,550104,재가 요양보호사,2,0,2년0월,J03404,알선,치매교육이수,,,,,48:20.0,48:24.0
H309202107061623,여,51,J00106,고등학교,서울,강북구,서울,노원구,550104,재가 요양보호사,5,0,5년0월,J03404,알선,,,,,,47:03.0,47:06.0
H307202107061622,여,60,J00106,고등학교,서울,중랑구,서울,,550104,재가 요양보호사,8,0,8년0월,J03404,알선,요양보호사,12시이후,3~4등급,남.녀무관,,45:25.0,45:29.0
H307202107061621,여,58,J00104,중학교,서울,중랑구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,44:58.0,45:01.0
H315202107061620,여,64,J00104,중학교,서울,양천구,서울,강서구,561100,청소원,,,신입,J03402,승인,,,,,,44:54.0,44:57.0
H118202107061619,남,70,J00110,대학_대학교,서울,구로구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),9,0,9년0월,J03402,승인,,,,,,42:23.0,42:27.0
H316202107061618,여,70,J00106,고등학교,서울,강서구,서울,,561201,환경 미화원,,,신입,J03402,승인,,,,,,40:31.0,40:35.0
H309202107061586,남,44,J00110,대학_대학교,서울,강북구,서울,,706002,건설?채굴 단순 종사원,,,신입,J03402,승인,,,,,,34:06.0,34:09.0
H316202107061585,남,24,J00106,고등학교,서울,강서구,서울,,562900,기타 서비스 단순 종사원,,,신입,J03404,알선,,,,,,32:48.0,32:53.0
H311202107061584,여,58,J00106,고등학교,서울,동작구,,,616100,매장 계산원 및 요금 정산원,3,0,3년0월,J03404,알선,,,,,,32:29.0,32:32.0
H001202107061583,여,61,J00110,대학_대학교,서울,용산구,서울,강남구,550104,재가 요양보호사,,,신입,J03404,알선,요양보호사,,,,,32:00.0,59:07.0
H301202107061582,남,60,J00106,고등학교,서울,,경기,,531100,주방장 및 요리 연구가(푸드코디네이터 포함),30,7,30년7월,J03402,승인,,,,,,31:43.0,31:48.0
H001202107061581,여,44,J00108,전문대학,서울,도봉구,서울,노원구,881105,디지털 및 기타 인쇄기 조작원,,,신입,J03402,승인,독서지도사,sns마케팅,,,,30:50.0,13:30.0
H308202107061539,남,79,J00100,관계없음,서울,성북구,서울,,561200,환경미화원 및 재활용품 수거원,,,신입,J03402,승인,,,,,,28:58.0,29:02.0
H315202107061538,여,58,J00106,고등학교,서울,양천구,서울,강서구,561302,방역원(해충퇴치원 포함),,,신입,J03402,승인,,,,,,28:15.0,28:19.0
H108202107061537,남,64,J00102,초등학교,서울,서대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),3,0,3년0월,J03402,승인,,,,,,28:06.0,28:10.0
H306202107061536,남,68,J00106,고등학교,서울,동대문구,서울,,622902,승합차 운전원,10,0,10년0월,J03402,승인,,,,,,27:42.0,27:48.0
H320202107061535,여,65,J00106,고등학교,서울,동작구,서울,,562900,기타 서비스 단순 종사원,,,신입,J03402,승인,,,,,,25:43.0,25:48.0
H117202107061534,여,59,J00106,고등학교,서울,강동구,서울,광진구,550104,재가 요양보호사,4,0,4년0월,J03404,알선,,,,,,21:48.0,21:52.0
H315202107061528,여,62,J00102,초등학교,서울,양천구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,4,1년4월,J03404,알선,,,,,,20:14.0,20:17.0
H306202107061515,여,66,J00106,고등학교,서울,동대문구,서울,,532302,단체 급식 보조원,0,3,0년3월,J03402,승인,,,,,,20:02.0,20:05.0
H325202107061497,남,67,J00106,고등학교,서울,강동구,서울,,542000,경비원(건물 관리원),,,신입,J03404,알선,,,,,,19:09.0,19:13.0
H307202107061496,남,57,J00108,전문대학,서울,중랑구,서울,,561201,환경 미화원,3,8,3년8월,J03402,승인,,,,,,18:29.0,18:34.0
H306202107061495,남,74,J00104,중학교,서울,동대문구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),14,0,14년0월,J03402,승인,,,,,,18:09.0,18:14.0
H321202107061494,여,61,J00106,고등학교,서울,관악구,,관악구,550104,재가 요양보호사,5,0,5년0월,J03404,알선,,,,,,17:04.0,17:09.0
H305202107061493,남,51,J00110,대학_대학교,서울,광진구,서울,,541901,보안 관제원(경비 관제원),11,0,11년0월,J03404,알선,,,,,,16:02.0,16:07.0
H307202107061492,남,72,J00104,중학교,서울,중랑구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),4,0,4년0월,J03404,알선,,,,,,15:41.0,15:46.0
H318202107061491,여,56,J00106,고등학교,서울,금천구,,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,15:26.0,15:29.0
H301202107061490,여,63,J00104,중학교,서울,,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,15:19.0,15:23.0
H309202107061489,여,60,J00100,관계없음,서울,,서울,강북구,561100,청소원,10,0,10년0월,J03404,알선,,,,,,14:38.0,14:41.0
H313202107061488,여,63,J00110,대학_대학교,서울,서대문구,서울,은평구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,13:55.0,13:59.0
H320202107061487,남,69,J00102,초등학교,서울,동작구,서울,,542002,건물 경비원(청사학교병원상가빌딩공장 등),1,0,1년0월,J03402,승인,,,,,,13:06.0,13:09.0
H309202107061486,남,60,J00100,관계없음,서울,강북구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,12:13.0,12:18.0
H001202107061485,여,38,J00110,대학_대학교,서울,,서울,구로구,232100,보육 교사,,,신입,J03402,승인,,,,,,11:04.0,13:13.0
H306202107061456,남,75,J00104,중학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,동대문구청,,,,,10:00.0,10:03.0
H325202107061441,여,68,J00106,고등학교,서울,강동구,,,561201,환경 미화원,3,0,3년0월,J03404,알선,,,,,,09:44.0,09:47.0
H315202107061440,여,66,J00100,관계없음,서울,양천구,서울,,561100,청소원,,,신입,J03402,승인,,,,,,09:31.0,09:35.0
H316202107061439,남,49,J00106,고등학교,서울,강서구,서울,영등포구,890000,제조 단순 종사원,,,신입,J03404,알선,,,,,,09:05.0,09:09.0
H306202107061438,여,68,J00104,중학교,서울,동대문구,서울,중랑구,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,08:42.0,08:46.0
H317202107061437,여,59,J00104,중학교,서울,구로구,,,550104,재가 요양보호사,10,0,10년0월,J03404,알선,,,,,,07:54.0,07:58.0
H307202107061436,여,66,J00102,초등학교,서울,중랑구,서울,동대문구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),6,6,6년6월,J03404,알선,,,,,,07:06.0,07:09.0
H318202107061435,여,61,J00104,중학교,서울,금천구,지역무관,지역무관,550104,재가 요양보호사,0,0,신입,J03402,승인,,,,,,06:29.0,19:55.0
H301202107061434,여,60,J00106,고등학교,서울,종로구,서울,,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,05:52.0,05:55.0
H316202107061433,남,24,J00106,고등학교,서울,강서구,서울,,624401,하역?적재 종사원,,,신입,J03404,알선,,,,,,03:19.0,03:24.0
H320202107061432,남,56,J00100,관계없음,서울,동작구,서울,서초구,561100,청소원,,,신입,J03402,승인,,,,,,02:23.0,02:26.0
H325202107061431,여,71,J00102,초등학교,서울,강동구,서울,,550100,요양 보호사 및 간병인,,,신입,J03404,알선,요양보호사,,,,,02:08.0,02:11.0
H309202107061430,여,61,J00106,고등학교,서울,강북구,서울,,550100,요양 보호사 및 간병인,0,6,0년6월,J03404,알선,,,,,,01:45.0,01:49.0
H314202107061429,여,61,J00104,중학교,서울,마포구,서울,,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,00:45.0,00:49.0
H301202107061414,여,63,J00102,초등학교,서울,종로구,서울,,561100,청소원,,,신입,J03404,알선,,,,,,00:16.0,00:20.0
H315202107061391,여,65,J00100,관계없음,서울,구로구,서울,양천구,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,59:56.0,00:00.0
H324202107061375,여,68,J00102,초등학교,서울,송파구,서울,구로구,561100,청소원,10,0,10년0월,J03404,알선,,,,,,59:48.0,59:52.0
H323202107061374,남,63,J00112,석사과정,서울,강남구,경기,,22202,HRD?교육?훈련 전문가,20,0,20년0월,J03402,승인,,,,,,59:40.0,59:43.0
H306202107061373,여,62,J00104,중학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),5,4,5년4월,J03404,알선,동대문구청,청소,,,,53:55.0,53:59.0
H001202107061372,남,25,J00110,대학_대학교,서울,,경기,,135001,정보보호 전문가,,,신입,J03402,승인,,,,,,53:07.0,42:33.0
H324202107061371,여,63,J00106,고등학교,서울,,,,550100,요양 보호사 및 간병인,2,0,2년0월,J03404,알선,,,,,,52:19.0,52:22.0
H319202107061370,남,73,J00104,중학교,서울,영등포구,서울,,561100,청소원,0,5,0년5월,J03402,승인,청소,외곽청소,,,,51:34.0,51:37.0
H318202107061369,남,46,J00106,고등학교,서울,,경기,광명시,622901,승용차 운전원(자가용 운전원),4,0,4년0월,J03402,승인,,,,,,51:22.0,51:26.0
H319202107061335,여,58,J00106,고등학교,서울,영등포구,,,550104,재가 요양보호사,16,0,16년0월,J03404,알선,요양보호사,,,치매교육이수자,여의도,49:11.0,49:15.0
H314202107061334,남,54,J00108,전문대학,서울,마포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,49:04.0,49:07.0
H324202107061333,남,70,J00110,대학_대학교,서울,송파구,서울,강남구,562300,주차 관리?안내원,4,0,4년0월,J03402,승인,,,,,,48:54.0,48:58.0
H311202107061332,남,58,J00104,중학교,서울,,경기,,703100,건설 배관공,5,0,5년0월,J03404,알선,건설 배관공,,,,,46:50.0,46:54.0
H324202107061331,여,23,J00110,대학_대학교,서울,송파구,서울,강남구,26301,총무 및 일반 사무원,1,0,1년0월,J03404,알선,,,,,,44:24.0,44:28.0
H324202107061330,여,50,J00106,고등학교,서울,송파구,서울,강동구,550104,재가 요양보호사,,,신입,J03402,승인,,,,,,43:58.0,43:58.0
H311202107061329,여,55,J00108,전문대학,서울,노원구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,43:43.0,43:47.0
H324202107061328,여,52,J00106,고등학교,서울,송파구,,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,5,1년5월,J03404,알선,,,,,,43:42.0,43:46.0
H311202107061327,여,60,J00106,고등학교,서울,노원구,서울,,25500,공공행정 사무원,,,신입,J03404,알선,,,,,,43:29.0,43:34.0
H316202107061326,남,63,J00110,대학_대학교,서울,강서구,서울,,701901,건설현장반장,3,0,3년0월,J03402,승인,,,,,,43:26.0,43:31.0
H306202107061325,여,49,J00104,중학교,서울,동대문구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,43:02.0,43:07.0
H315202107061324,여,67,J00106,고등학교,서울,양천구,,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,42:15.0,42:20.0
H306202107061323,여,56,J00104,중학교,서울,동대문구,서울,,29211,모니터 요원,,,신입,J03402,승인,,,,,,41:48.0,41:51.0
H319202107061316,여,48,J00106,고등학교,서울,영등포구,서울,,25500,공공행정 사무원,4,0,4년0월,J03402,승인,,,,,,40:28.0,40:33.0
H316202107061268,남,17,J00106,고등학교,서울,강서구,서울,,834000,전기?전자 설비 조작원,,,신입,J03404,알선,,,,,,39:22.0,39:27.0
H119202107061267,여,62,J00104,중학교,서울,은평구,서울,마포구,550200,육아 도우미(베이비시터),1,0,1년0월,J03402,승인,,,,,,38:43.0,38:47.0
H001202107061266,여,56,J00110,대학_대학교,서울,서대문구,서울,마포구,32100,은행 사무원(출납창구 제외),20,0,20년0월,J03402,승인,,,,,,38:28.0,53:58.0
H315202107061265,남,52,J00100,관계없음,서울,양천구,서울,,29506,사무 보조원(일반사업체),10,0,10년0월,J03402,승인,,,,,,38:06.0,38:09.0
H001202107061264,남,31,J00106,고등학교,서울,,경기,구리시,140206,건축안전?환경?품질?에너지관리 기술자,1,0,1년0월,J03402,승인,,,,,,37:55.0,53:01.0
H308202107061263,남,52,J00100,관계없음,서울,성북구,서울,,622904,주차 운전원,,,신입,J03402,승인,,,,,,37:24.0,37:28.0
H323202107061262,남,49,J00106,고등학교,서울,강남구,서울,,831201,내선 전기공(건물 내 전기공사원),7,0,7년0월,J03402,승인,,,,,,36:35.0,36:39.0
H119202107061261,여,59,J00106,고등학교,서울,은평구,서울,,550103,시설 요양보호사(노인요양사),,,신입,J03402,승인,,,,,,32:42.0,32:47.0
H308202107061260,남,73,J00100,관계없음,서울,성북구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03402,승인,,,,,,32:15.0,32:19.0
H308202107061259,남,66,J00106,고등학교,서울,,,,703100,건설 배관공,30,0,30년0월,J03402,승인,,,,,,31:39.0,31:42.0
H306202107061258,남,65,J00106,고등학교,서울,동대문구,서울,중랑구,542002,건물 경비원(청사학교병원상가빌딩공장 등),8,0,8년0월,J03404,알선,동대문구,경비,빌딩경비,,,31:29.0,31:32.0
H323202107061206,남,41,J00110,대학_대학교,서울,강남구,서울,서초구,612401,식품?주류 영업원,14,9,14년9월,J03402,승인,,,,,,26:38.0,26:43.0
H307202107061205,남,70,J00104,중학교,서울,중랑구,서울,,561100,청소원,3,0,3년0월,J03402,승인,,,,,,24:51.0,24:55.0
H319202107061204,여,64,J00106,고등학교,서울,영등포구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),1,0,1년0월,J03404,알선,,,,,,24:19.0,24:22.0
H307202107061203,남,53,J00104,중학교,서울,중랑구,서울,,561201,환경 미화원,0,10,0년10월,J03402,승인,,,,,,24:07.0,24:12.0
H315202107061202,남,63,J00108,전문대학,서울,양천구,서울,,153107,전기안전 기술자,20,0,20년0월,J03402,승인,,,,,,24:04.0,24:07.0
H305202107061199,남,47,J00108,전문대학,서울,광진구,서울,,885901,드론 조작원,20,0,20년0월,J03404,알선,,,,,,20:19.0,20:24.0
H320202107061193,여,39,J00106,고등학교,서울,동작구,서울,,550104,재가 요양보호사,,,신입,J03404,알선,,,,,,20:12.0,20:15.0
H321202107061179,여,61,J00112,석사과정,서울,관악구,서울,,214900,교육연수기관 및 기업체내 강사(리더십 서비스마인드 등),,,신입,J03402,승인,,,,,,20:00.0,20:05.0
H320202107061168,여,54,J00106,고등학교,서울,동작구,서울,,550103,시설 요양보호사(노인요양사),8,0,8년0월,J03404,알선,,,,,,19:07.0,19:10.0
H315202107061167,여,62,J00106,고등학교,서울,구로구,,,550104,재가 요양보호사,3,0,3년0월,J03404,알선,,,,,,16:23.0,16:27.0
H318202107061166,여,63,J00106,고등학교,서울,금천구,경기,안양시,550104,재가 요양보호사,6,0,6년0월,J03404,알선,,,,,,15:31.0,15:36.0
H001202107061165,남,29,J00110,대학_대학교,서울,,경기,,415501,웹 디자이너,,,신입,J03402,승인,,,,,,14:31.0,50:03.0
H317202107061164,여,63,J00106,고등학교,서울,구로구,,,550104,재가 요양보호사,2,9,2년9월,J03404,알선,,,,,,14:27.0,14:31.0
H313202107061163,여,61,J00106,고등학교,서울,서대문구,서울,종로구,550104,재가 요양보호사,4,0,4년0월,J03404,알선,재가요양,,,,,12:42.0,12:45.0
H307202107061162,여,61,J00104,중학교,서울,중랑구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),,,신입,J03404,알선,,,,,,11:57.0,12:00.0
H323202107061161,남,51,J00106,고등학교,서울,강남구,서울,,13903,빌딩 관리소장,6,0,6년0월,J03402,승인,,,,,,11:19.0,11:23.0
H318202107061160,여,57,J00106,고등학교,서울,금천구,지역무관,지역무관,890007,인쇄 목재 가구 및 기타 제조 분야 단순 종사원,3,0,3년0월,J03404,알선,,,,,,10:38.0,19:59.0
H314202107061118,여,65,J00106,고등학교,서울,은평구,서울,서대문구,550104,재가 요양보호사,5,0,5년0월,J03404,알선,,,,,,06:52.0,06:58.0
H325202107061117,여,61,J00106,고등학교,서울,강동구,,,550104,재가 요양보호사,0,3,0년3월,J03404,알선,,,,,,06:51.0,06:55.0
H307202107061116,여,45,J00106,고등학교,서울,중랑구,서울,,521303,박물관미술관문화역사자연환경 등 각종 해설사,0,4,0년4월,J03402,승인,,,,,,06:24.0,06:28.0
H320202107061115,여,62,J00106,고등학교,서울,,,,29200,고객 상담원 및 모니터 요원,8,0,8년0월,J03402,승인,,,,,,01:05.0,01:08.0
H315202107061114,여,56,J00106,고등학교,서울,양천구,서울,영등포구,531201,한식 조리사(일반 음식점),2,0,2년0월,J03404,알선,,,,,,00:58.0,01:02.0
H321202107061105,남,38,J00108,전문대학,서울,,,,15100,영업?판매 관리자,9,10,9년10월,J03404,알선,,,,,,00:10.0,00:16.0
H305202107061102,여,66,J00106,고등학교,서울,광진구,서울,,561101,건물 청소원(공공건물아파트사무실병원상가공장 등),4,0,4년0월,J03404,알선,,,,,,00:07.0,00:11.0
